589;"La velocità di una reazione chimica, quando la
temperatura aumenta:";rimane costante;diminuisce;"aumenta se la reazione è
endotermica";"aumenta se la reazione è
esotermica";aumenta;E
590;"L’acido cloridrico in soluzione acquosa è
completamente dissociato:";perché è un elettrolita debole;perché è un ossidante forte;perché è un acido forte;"perché l’acqua dissocia
completamente tutti gli acidi";"perché è un riducente
forte";C
591;"Allo stato fondamentale la carica di un atomo
è:";nulla;positiva;distribuita solo all’esterno;negativa;"distribuita solo
all’interno";A
592;Un atomo che ha perso un elettrone rispetto al suo stato fondamentale è definito:;nuclide;anione;anfoione;catione;isotopo;D
Item;Domanda;A;B;C;D;E;OK
593;"Nella trasformazione da atomo neutro a ione l’atomo perde o acquista:
IL VOLUME EMATICO TOTALE, CIOE' LA MASSA
SANGUIGNA E' ALL'INCIRCA:";"protoni
L'1% DEL PESO CORPOREO";"cariche positive
IL 2% DEL PESO CORPOREO";"cariche negative
IL 4% DEL PESO CORPOREO";"radiazioni alfa
L'8% DEL PESO CORPOREO";"neutroni
IL 15% DEL PESO CORPOREO";"C
D"
594;;;;;;;
595;"Una quantità di un elemento pari alla sua massa atomica espressa in grammi contiene un
numero di atomi pari al:";numero di neutroni;numero di massa;numero di orbitali;numero di Avogadro;numero atomico;D
596;IL GLUCAGONE NEL PLASMA:;E' AUMENTATO SOLO NEL DIABETE NON INSULINO-DIPENDENTE;E' AUMENTATO SOLO NEL DIABETE INSULINO-DIPENDENTE;E' AUMENTATO SIA NEL DIABETE INSULINO DIPENDENTE CHE NON INSU-LINO-DIPENDENTE;"E' DIMINUITO NEL DIABETE
INSULINO-DIPENDENTE";"E' DIMINUITO NEL DIABETE
NON INSULINO-DIPENDENTE";C
597;"Se una sostanza A si scioglie in esano e non
in acqua, la molecola di A sarà:";polare;ionica;solvatata;idratata;non polare;E
598;"QUALE FRA I SEGUENTI FATTORI DEL COMPLEMENTO HA UN'ATTIVITA'
PROTEOLITICA:";CLS;C2B;C3A;C8;C9;A
599;"In una soluzione acquosa diluita in glucosio,
l’acqua è:";il solvente;il soluto;l’agente emulsionante;il colloide;la base dispersa;A
600;"QUANTE MOLECOLE DI C9 POSSONO
FISSARSI SUL COMPLESSO C 6, 7, 8:";1;2;4;6;10;D
601;"Una soluzione con la stessa pressione
osmotica di un’altra viene definita:";isotopica;isobarica;isoelettrica;isotonica;isocratica;D
602;"QUALE FRA LE SEGUENTI STRUTTURE
NON E' PRESENTE NEI LINFONODI:";CORDONI MIDOLLARI;"GUAINE LINFATICHE
PERIARTERIOLARI";FOLLICOLI PRIMARI;"CORTECCIA
PARAFOLLICOLARE";"CENTRI
GERMINATIVI";B
603;"Una soluzione è ipotonica rispetto ad un’altra
quando:";ha la stessa concentrazione;"ha tensione di vapore
maggiore";ha pressione osmotica inferiore;"ha pressione osmotica
superiore";"ha concentrazione
inferiore";C
604;"QUALE FRA LE SEGUENTI MOLECOLE
NON PRESENTA UN'ANALOGIA STRUTTURALE CON LE IMMUNOGLOBULINE:";ANTIGENE THY-1;COMPONENTE SECRETORIO (SC);CATENA J;BETA-2-MICROGLOBULINA;ANTIGENI MCH DI CLASSE II;C
605;I carboidrati sono:;polimeri;acidi policarbossilici;polieni;"polidrossialdeidi o
polidrossichetoni";polisaccaridi;D
606;IL CA-19.9 O GICA E' UN ANTIGENE ESPRESSO ESSENZIALMENTE DA:;"NEOPLASIE
DELL'APPARATO DIGERENTE";LINFOMI;CARCINOMA DEL POLMONE;EPITELIOMI;OSTEOSARCOMI;A
607;La forma ciclica del ribosio è una struttura:;lattimica;lattamica;semichetalica;semiacetalica;lattonica;D
608;"QUALI FORZE HANNO PARTICOLARE
IMPORTANZA NELLA REAZIONE SECONDARIA ANTIGENE-ANTICORPO:";FORZE DI VAN DER WAALS;LEGAMI IDROGENO;FORZE ELETTROSTATICHE;INTERAZIONI COVALENTI;LEGAMI IDROFOBILI;C
609;"I carboidrati presentano il fenomeno della
mutarotazione in quanto:";sono stereoisomeri;contengono gruppi ossidrilici;"reagiscono con alcoli per dare
glicosidi";non sono mai puri;"in soluzione gli
anomeri alfa e";E
610;"QUALE FRA LE SEGUENTI PROTEINE E' DOTATA DI MAGGIORE CAPACITA'
IMMUNOGENA:";CITOCROMO C;FLAGELLINA;OVOALBUMINA;SIEROALBUMINA;GAMMAGLOBULINA;B
Item;Domanda;A;B;C;D;E;OK
611;"Tra i seguenti zuccheri non ha le proprietà delle aldeidi e chetoni il:
QUAL E' L'AMINOACIDO N-TERMINALE ESSENZIALE PER LA FUNZIONE BIOLOGICA DELLE CHININE VASOATTIVE:";fruttosio LISINA;maltosio METIONINA;saccarosio ISTIDINA;lattosio ARGININA;ribosio TIROSINA;C D
"612
613";;;;;;;
;Il pH è definito come.;"pH= - log [concentrazione ione
idrogeno]";"pH= +log [concentrazione ione
idrogeno]";"pH= log [concentrazione ione
idrogeno]";"pH= +log [concentrazione
ione";"pH= -log
[concentrazione ione";A
614;"Un acido avente una costante di acidità
+0,000001 è:";un acido forte;un acido mediamente forte;un acido organico;un acido inorganico;un acido debole;E
615;"SU QUALE SEZIONE DEL LETTO VASCOLARE TERMINALE L'ISTAMINA HA UN
EFFETTO CONTRAENTE:";VENULE POST-CAPILLARI;CAPILLARI VARI;SFINTERI PRE-CAPILLARI;ARTERIOLE PRE-CAPILLARI;METARTERIOLE;B
616;IL SEGUENTE QUADRO: AGAMMAGLOBULINEMIA, ASSENZA DI FOLLICOLI NEI LINFONODI, CONTA LINFOCITARIA NORMALE, TIMO NORMALE, VI FA PENSARE A:;MORBO DI BRUTON;SINDROME DI GEORGE;AGAMMAGLOBULINEMIA DI TIPO SVIZZERO;DISGENESIA RETICOLARE;SINDROME DI NEZELOF;A
617;Il trifluoruro di alluminio è:;un acido di Broensted;un acido protico;una sostanza neutra;un acido di Lewis;un indicatore;D
618;"IL FENOMENO DELLA ""FACILITAZIONE""
O""ENHANCEMENT"" E' DOVUTO A:";LINFOCITI T CITOTOSSICI;CELLULE NK;ANTICORPI PRECIPITANTI;ANTICORPI CITOTOSSICI;"ANTICORPI
BLOCCANTI";E
619;Al catodo di una pila avviene una reazione di:;riduzione;salificazione;ossidazione;ossido-riduzione;fusione;A
620;"IL METODO COSIDDETTO DELLA
""CRESCITA E LEGATURA"" E' IMPIEGATO NELLO STUDIO DI:";TRAPIANTI DI RENE;TRAPIANTI CUTANEI;IMMUNITA' ANTI-TUMORALE;INFIAMMAZIONE;IBRIDI CELLULARI SOMATICI;C
621;La piridina è:;una amina secondaria;una amina primaria;una amina alifatica;"una amina alifatica
secondaria";una amina terziaria;A
622;"QUANTI GRUPPI DI ASSOCIAZIONE
ESISTONO NEL GENOMA DELLA SPECIE UMANA?";2;22;23;44;46;C
623;L’acido lattico è:;aldoacido;chetoacido;acido insaturo;acido bicarbossilico;idrossiacido;E
624;"SE UNA PIANTA DI MAIS ETEROZIGOTE
PER GLI ALLELI ""BASSO"" E ""FOGLIE RUGOSE"" (ENTRAMBI RECESSIVI RISPETTO A ""ALTO"" E ""FOGLIE LISCIE"") E' AUTOFECONDATA E SI RACCOLGONO 160
SEMI CHE VENGONO FATTI GERMINARE QUAL E' IL NUMERO DI PIANTE ""ALTE""?";10;20;40;90;120;E
625;Gli elettroni < del benzene sono:;12;9;5;localizzati;delocalizzati;E
626;Tra i seguenti amminoacidi contengono zolfo:;fenilalanina e acido aspartico;fenilalanina e prolina;metionina e cisteina;tirosina e triptofano;tirosina e idrossiprolina;C
627;QUALE E' L'ANTICODONE DEL TRNA CHERICONOSCE IL CODONE ACC DEL MRNA?;GUU;TGG;UGG;CCA;CAA;C
Item;Domanda;A;B;C;D;E;OK
628;"ATTRAVERSO LA PLACENTA PASSANO:
La variazione cromosomica detta trisomia 21 a quale quadro clinico corrisponde:";"LE IGM
mongolismo";"LE IGG
morbo di Hurler";"GLI IMMUNOCOMPLESSI IN ECCESSO DI ANTIGENE
morbo di Sprenghel";"GLI IMMUNOCOMPLESSI IN ECCESSO DI ANTICORPO
morbo di Calvè";"GLI IMMUNOCOMPLESSI COL COMPLEMENTO
gargoilismo";"B
A"
629;;;;;;;
630;"I raggi ultravioletti hanno una lunghezza
d’onda compresa tra:";1800-4000;4000-6000;6000-8000;8000-10000;500-1000;A
631;"LA FAMIGLIA DI IG PRESENTE NEL SIERO NORMALE NELLA CONCENTRAZIONE PIU'
BASSA E' QUELLA DELLE:";IGG;IGM;IGD;IGA;IGE;E
632;"La batteriuria è considerata indice di infezione
delle vie urinarie con:";10(alla sesta) colonie per ml;10(alla quarta) colonie per ml;10(alla quinta) colonie per ml;10(alla terza) colonie per ml;"10(alla seconda)
colonie per ml";C
633;NELLA RISPOSTA SECONDARIA VERSO ANTIGENI NON ALLERGENI, SI HA SINTESI DI:;IGA;IGM;IGG;IGE;IGD;C
634;IL FATTORE REUMATOIDE E' DI REGOLA:;IMMUNOGLOBULINA 19 S;IMMUNOGLOBULINA 7 S;ANTIGENE;APTENE;GRUPPO;A
635;La cellula di Langerhans si trova:;nella mucosa gastrica;nell’epidermide;nelle pareti dei piccoli vasi;nel tessuto osseo;nel pancreas;B
636;"UNO DI QUESTI ORMONI NON S' SECRETO
DALLA ADENOIPOFISI, QUALE:";ACTH;ADH;STH;TSH;FSH;B
637;Il pigmento melanico ha funzione:;antibatterica;cheratogenetica;antimicotica;protettiva dai raggi U.V.;"equilibrante il mantello
cutaneo";D
638;Quale dei seguenti esami urinari è il più indicato nel monitoraggio del diabete mellito?;chetonuria;proteinuria;microematuria;leucocituria;glicosuria;E
639;"LE LIPOPROTEINE AD ALTA DENSITA'
(ELD) TRASPORTANO PREVELENTEMENTE IL SEGUENTE COMPONENTE:";TRIGLICERIDI ENDOGENI;TRIGLICERIDI ESOGENI;COLESTEROLO;FOSFOLIPIDI;ACIDI GRASSI LIBERI;D
640;"Le seguenti condizioni possono essere causa
di ipercalcemia, tranne una. Quale?";carcinoma mammario;mieloma multiplo;ipotiroidismo;sarcoidosi;iperparatiroidismo;C
641;"LA RENINA POSSIEDE TUTTE LE
PROPRIETA' ELENCATE ECCETTO UNA, QUALE:";E' UN ENZIMA PROTEOLITICO;VIENE SECRETO DALLE CELLULE DELL'APPARATO IUXTAGLOMERULARE DEL RENE;VIENE ATTIVATA DALLA PLASMINA;IL SUO SUBSTRATO NATURALE E' L'ANGIOTENSINOGENO (ALFA-2-GLOBU-LINA PLASMATICA);PRODUCE ANGIOTENSINA I CHE, CONVERTITA IN ANGIOTENSINA II, ESERCITA EFFETTO IPERTENSIVO DIRETTAMENTE VIA LIBERAZIONE DI;C
642;LA PRIMA E PIU' IMPORTANTE BARRIERA SPECIFICAMENTE IMMUNE CONTRO UN AGENTE INFETTIVO PROVENIENTE DALL'ESTERNO E' RAPPRESENTATA DA:;IG A PRESENTI NELLE SECREZIONI DELLE MUCOSE E DELLA CUTE;IG M PRODOTTE DAL TESSUTO LINFOEPITELIALE DELLE SOTTOMUCOSE;LISOZIMA;INTERFERON, INDOTTO NELLE CELLULE EPITELIALI DELLA MUCOSA;LINFOCITI SPECIFICAMENTE IMMUNI DELLE MUCOSE;A
643;Utilizzo del CEA nel Ca del colon:;diagnosi precoce;stadiazione;"controllo del follow-up della
malattia";tutte le precedenti;"nessuna delle
precedenti";C
Item;Domanda;A;B;C;D;E;OK
644;LA CURVA DI DISSOCIAZIONE DELLA EMOGLOBINA E' SPOSTATA A DESTRA (AUMENTO DELLA DISSOCIAZIONE) DALLA SEGUENTE CAUSA:;DIMINUITA PRESSIONE DI CO2;AUMENTATA PRESSIONE DI CO2;AUMENTO DEL PH;"AUMENTATA PRESSIONE DI
N2";DIMINUITA PRESSIONE DI N2;B
645;L’aplasia è:;organo diminuito di volume;organo aumentato di volume;organo assente;organo malformato;nessuna delle;C
646;"IL PH NORMALE DEL SANGUE E'
COMPRESO TRA I SEGUENTI VALORI:";6.8-7.0;7.0-7.1;7.1-7.3;7.3-7.5;7.5-7.9;D
647;"Nel siero del sangue di gruppo B si rilevano
anticorpi:";anti AB;anti A;anti B;nessuno di questi anticorpi;antinucleo;B
648;"QUALE ENZIMA E' CARENTE NELLA MAPLE
SYRUP URINE DISEASE:";TIROSINASI;"TIROSINA-
AMINOTRANSFERASI";FENILALANINAIDROSSILASI;"ALFACHETOACILDEIDROG
E";PROLINAOSSIDASI;A
649;Quale delle seguenti immunoglobuline è più strettamente connessa con l’insorgenza dell’attacco dell’asma di natura allergica:;IgG;IgM;IgA;IgE;IgG e IgM;D
650;Un’infezione opportunistica deriva in genere da:;germi patogeni virulenti con crollo delle difese;"germi scarsamente patogeni o saprofiti senza crollo delle
difese";germi scarsamente patogeni o saprofiti con crollo delle difese;a e b;"germi patogeni virulenti con
buone difese";C
651;LE CAUSE DI MORTE PIU' FREQUENTI SONO:;MALATTIE INFETTIVE;TRAUMATISMI;MALATTIE DELL'APPARATO RESPIRATORIO;TUMORI;"MALATTIE CARDIOCIRCOLATO
RIE";E
652;"Quale fra le seguenti infezioni può essere
definita ”opportunistica” in senso stretto:";da pneumococco;da stafilococco patogeno;da klebsiella;da citomegalovirus;da streptococco;D
653;"LA PARISTARIA OFFICINATIS PUO'
PROVOCARE:";ECZEMA;ASMA;PLEURITE;"BRONCHITE CON
BRONCHIECTASIE";ENFISEMA;B
654;Le immunoglobuline sono prodotte:;dai polinucleati neutrofili;dai linfociti;dalle plasmacellule;da a, b, c;"da nessuna delle
cellule";C
655;"LA CANGRENA GASSOSA E' UNA FORMA
DI NECROSI ASSOCIATA A:";INFEZIONI DA MICETI;ENFISEMA;TUBERCOLOSI;INFEZIONI DA CLOSTRIDI;"TRAUMATISMI
MUSCOLARI";D
656;"Le cellule centrali delle risposte immuni cellulo
mediate sono:";monociti;linfociti;polinucleati neutrofili;"tutte le cellule indicate in a,
b,";"nessuna delle cellule
indicate";B
657;L'ACQUA PUO’ ESSERE VEICOLO DI:;VARICELLA;COLERA;TUBERCOLOSI;CARBONCHIO;SIFILIDE;B
658;"IL PRINCIPALE BERSAGLIO CELLULARE
PER L'AZIONE DELLE RADIAZIONI E':";DNA;MEMBRANA CELLULARE;MITOCONDRI;RIBOSOMI;LIPOSOMI;A
659;Le immunoglobuline sono:;proteine;lipoproteine;glicoproteine;peptidi;aminoacidi;C
660;LA PCO2 DEL SANGUE E' DI NORMA:;=40 MM HG;<20 MM HG;<30 MM HG;>50 MM HG;>60 MM HG;A
661;Le reagine sono:;ormoni;immunoglobuline di classe A;immunoglobuline di classe G;immunoglobuline di classe M;immunoglobuline di;E
662;"IL PH DEL SANGUE E' AUMENTATO IN UNA
DI QUESTE CONDIZIONI:";VOMITO;ECLAMPSIA;ACIDOSI DIABETICA;POLMONITI;UREMIA;A
663;Le linfochine sono:;coloranti per linfociti;"sostanze di origine batterica ad
azione litica sui linfociti";"mediatori solubili dell’immunità
cellulare";immunoglobuline;"nulla di quanto indicato
in a, b,";C
Item;Domanda;A;B;C;D;E;OK
664;"INDICARE QUALE DELLE SEGUENTI DEFINIZIONI DI ""VIRULENZA"" E' PIU' CORRETTA:";LA CAPACITA' DEL MICRORGANISMO DI DETERMINARE UNA MALATTIA;LA CAPACITA' DEL MICRORGANISMO DI PRODURRE TOSSINE A LORO VOLTA PATOGENE PER L'ORGANISMO;LA RESISTENZA DEL MICRORGANISMO AGLI ANTICORPI ED AGLI ALTRI FATTORI DI DIFESA IMMUNITARIA DELL'ORGANISMO;LA CAPACITA' DI UN DATO MICRORGANISMO DI SUPERARE LE DIFESE DI UN DATO OSPITE, IN DETERMINATE CONDIZIONI;LA RESISTENZA DEL MICRORGANISMO AGLI AGENTI TERAPEUTICI (ANTIBIOTICI, ETC.);D
665;"Gli anticorpi all’elettroforesi delle sieroproteine
migrano con:";le albumine;le alfa globuline;le beta globuline;le gamma globuline;"le beta e gamma
globuline";E
666;"I CROMOSOMI NELLO SPERMATOZOO
MATURO SONO IN NUMERO DI:";48;46;22;24;23;E
667;Da quali cellule è liberata l’istamina:;epiteliociti;mastociti;linfociti;macrofagi;fibroblasti;B
668;"IL PRINCIPALE PRODOTTO DI
SECREZIONE ORMONALE DEL TESTICOLO E':";ANDROSTENEDIONE;CORTISOLO;TESTOSTERONE;PROLATTINA;ESTROGENI;C
669;"In quale delle sottoelencate malattie sono più frequentemente dimostrabili anticorpi sierici anti-
DNA:";artrite reumatoide;artrite reumatoide giovanile;Lupus eritematoso;panarterite nodosa;sclerosi sistemica progressiva;C
670;L’immunofluorescenza è una tecnica di tipo:;immunoistochimico;radioimmunologico;immunochimico;chimico-fisico;né a, né b, né c, né d;A
671;"Il sarcoma di Kaposi si associa più
frequentemente a:";infezione luetica;leucemia;diabete;"deficit immunità umorale
(linf.";"deficit immunità
cellulare (linf.";E
672;"SI E’ DATO IN NOME DI ""MALATTIA DEI LEGIONARI"" A:";IL TIFO ESANTEMATICO, PERCHE' FREQUENTE IN FORMA EPIDEMICA NEGLI ESERCITI CHE ROMA INVIAVA AI CONFINI DELL'IMPERO;"UNA EPIDEMIA DI ""SPAGNOLA"" CHE COLPI' I LEGIONARI ITALIANI IN SPAGNA NEL 1936";UNA INFEZIONE DA VIRUS RESPIRATORIO SINCINZIALE A PREVALENTE LOCALIZZAZIONE RESPIRATORIA, FREQUENTE IN FORMA EPIDEMICA NELLE CASERME E NEGLI ACCAMPAMENTI MILITARI;"UNA INFEZIONE CON PREVALENTE LOCALIZZAZIONE POLMONARE, SOSTENUTA DA UN BATTERO SPECIFICO GRAMNEGATIVO, DIFFUSA IN TUTTO IL MONDO IN PICCOLI FOCOLAI
EPIDEMICI";LA MENINGITE CEREBRO- SPINALE DA MENINGOCOCCO, FREQUENTE IN PICCOLI FOCOLAI EPIDEMICI IN CASERME, SCUOLE ETC.;D
673;"Quali delle seguenti cellule non sono presenti
nell’epidermide:";melanociti;mastociti;cellule di Langerhans;cellule di Merkel;cheratinociti;B
674;"Qual è il maggior costituente chimico del
sudore:";sodio;potassio;fosforo;azoto;cloruri;E
675;"Quanti cromosomi sessuali ha il cariotipo
normale:";46;10;2;6;24;C
676;La VDRL è una reazione di:;immunofluorescenza;microflocculazione;deviazione del complemento;chiarificazione;immobilizzazione;B
677;GLI ANTICORPI CONTRO LE ENDOTOSSINE HANNO AZIONE:;NEUTRALIZZANTE LA ENDOTOSSINA;PRECIPITANTE LA ENDOTOSSINA;"AGGLUTINANTE I BATTERI PRODUTTORI DELLA
ENDOTOSSINA";TUTTE LE PRECEDENTI;NESSUNA DELLE PRECEDENTI;C
678;LA REAZIONE DI PAUL BUNNEL-DAVISON, USATA NELLA DIAGNOSI DI MONONUCLEOSI INFETTIVA, CONSISTE NELLA:;AGGLUTINAZIONE DI PROTEUS X-19;AGGLUTINAZIONE DI EMAZIE DI PECORA;AGGLUTINAZIONE DI EMAZIE DI PECORA DOPO ASSORBIMENTO DEL SIERO CON PROTEUS X 19;AGGLUTINAZIONE DI EMAZIE DI PECORA DOPO ASSORBIMENTO DEL SIERO SU RENE DI CAVIA;"AGGLUTINAZIONE DI UNA
SOSPENSIONE DI VIRUS DI EPSTEIN-BARR OTTENUTA DA";D
Item;Domanda;A;B;C;D;E;OK
679;Le clamidie sono coltivabili:;su agar sangue;su Chapman;su Thayer-Martin;in brodo di Kupferberg;in cellule di Mc Coy;E
680;"L’ectoderma e il mesoderma sono foglietti embrionali da cui deriva l’apparato tegumentario.
L’ectoderma dà origine a:";epidermide;derma papillare;derma medio;derma profondo;ipoderma;A
681;LA CELLULA GIGANTE TIPO LANGHANS E' CARATTERIZZATA DA:;FORMA ROTONDEGGIANTE, CITOPLASMA BASOFILO, PRESENZA DI 2-3 NUCLEI CENTRALI CON GROSSI NUCLEOLI;FORMA ALLUNGATA, CITOPLASMA BASOFILO, PRESENZA DI 1-2 NUCLEI PURE ALLUNGATI, CON DISPOSIZIONE DELLA CROMATINA A RUOTA;FORMA ROTONDEGGIANTE, CITOPLASMA ACIDOFILO, NUMEROSI NUCLEI, PER LO PIU' DISPOSTI ALLA PERIFERIA;FORMA ROTONDEGGIANTE, CITOPLASMA ACIDOFILO, NUMEROSI NUCLEI, PER LO PIU' CENTRALI;FORMA VARIA, CITOPLASMA LIEVEMENTE BASOFILO, NUCLEO UNICO, CON 3-4 NUCLEOLI;C
682;"DELLE SEGUENTI STRUTTURE O
MOLECOLE UNA SOLA NON E' ASSOCIATA CON LA MEMBRANA PLASMATICA, QUALE:";ENZIMI DELLE POMPE IONICHE;MICROFILAMENTI CONTRATTILI;RECETTORI;ENZIMI PER LA SINTESI PROTEICA;PROTEINE CITOSCHELETRICHE;D
683;Un batterio gram-negativo appare:;rosso;violetto;privo di colore;nero;blu scuro;A
684;I LISOSOMI SONO CORRELATI CON LE SEGUENTI FUNZIONI, ECCETTO UNA, QUALE:;"DEMOLIZIONE DEI RADICALI PEROSSIDI E DELL'ACQUA
OSSIGENATA";DEMOLIZIONE DEL GLICOGENO;DEMOLIZIONE DEGLI SFINGOLIPIDI;"DEMOLIZIONE DEGLI ACIDI
NUCLEICI";"DEMOLIZIONE DEI MUCOPOLISACCARI
DI";A
685;Il macrofago deriva da:;dall’istiocito;dal linfocito;dal monocito;dalle plasmacellule;dalle emazie;C
686;L'ANIMALE OSPITE PER L'ECHINOCOCCUS GRANULOSUS E' SOLITAMENTE:;IL CANE;IL GATTO;IL RATTO;IL MAIALE;IL CAVALLO;E
687;"Nella sindrome da immunodeficienza acquisita
il difetto specifico è a carico di:";linfociti B;linfociti T helper;linfociti T suppressor;linfociti T citotossici;chemiotassi;B
688;"QUALE TRA I SEGUENTI PARASSITI NON
E' UN PROTOZOO?";ENTAMOEBA COLI;"ECHINOCOCCUS
GRANULOSUS";PNEUMOCYSTIS CARINII;PLASMODIUM VIVAX;GIARCIA LAMBLIA;B
689;Le cellule di Langerhans funzionano come:;riserve di materiale;"neutralizzanti gli enzimi
lisosomiali";neutralizzanti l’istamina;sito di contatto per l’antigene;killer dei linfociti T;D
690;"Normalmente la maggior parte del ciclo di
replicazione delle cellule epidermiche è occupato dalla:";fase G1;fase S;fase G2;fase M;nessuna di queste;A
691;"QUALE TRA I SEGUENTI PARASSITI NON
E’ UN PLATELMINTA:";TAENIA SAGINATA;DIPHYLLOBOTHRIUM;SCHISTOSOMA MANSONI;FASCIOLA HEPATICA;"ASCARIS
LUMBRICOIDES";E
692;"LA CONCENTRAZIONE DEL FERRO PLASMATICO E' NORMALMENTE COMPR8SA
TRA:";10-25 UG/DL;20-60 UG/DL;50-160 UG/DL;210-330 UG/DL;500-850 UG/DL;C
693;"Il fattore della coagulazione deficiente nella
malattia di Von Willebrand è:";protrombina;fibrinogeno;fattore VII;fattore VIII;fattore XIII;D
694;L'IPERPLASIA E' DOVUTA A:;AUMENTO DI VOLUME DI UN TESSUTO PER AUMENTO DEL NUMERO DI CELLULE;PERDITA DELLA DIFFERENZIAZIONE CELLULARE;PERDITA DELL'INIBIZIONE DA CONTATTO;"AUMETNO DI VOLUME DI UN
TESSUTO PER AUMENTO DEL VOLUME CELLULARE";BLOCCO DELLE MITOSI;A
695;L’assenza congenita della tiroide è causa di:;gozzo non tossico;mixedema;morbo di Basedow;cretinismo;discondroplasia;D
696;"LA MAGGIOR PARTE DELL'AZOTO TOTALE
URINARIO E' COSTITUITO DA:";UREA;AMMONIACA;AC. URICO;CREATININA;AMINOACIDI;A
Item;Domanda;A;B;C;D;E;OK
697;"Uno solo di questi parametri non è dato
dall’emogasanalisi. Quale:";pH;PaO2;PaCO2;bicarbonati standard;latticidemia;E
698;"IN CONDIZIONI NORMALI NELLE URINE
NON SI RISCONTRANO MAI:";ERITROCITI;LEUCOCITI;"CELLULE EPITELIALI DI
SFALDAMENTO";CILINDRI IALINI;CILINDRI CEREI;E
699;Cosa esprime il parametro base excess dell’emogasanalisi:;la concentrazione di bicarbonati nel sangue;valuta la componente metabolica dell’equilibrio acido-basico;valuta la capacità tamponante totale del plasma;corrisponde alla somma di tutte le basi tampone;esprime l’eccesso di bicarbonati nel compartimento extracellulare;E
700;"Quale tra questi è un test importante nella valutazione degli stati di coagulopatia da consumo
(CID):";calcemia;dosaggio fattore XIII;dosaggio fattore VIII;"dosaggio dei prodotti di degradazione dei prodotti del
fibrinogeno";tempo di sanguinamento;D
701;LA STRUTTURA QUATERNARIA E' TIPICA:;"DELLE PROTEINE CON
PESO MOLECOLARE TRA
10.000 E 20.000";"DELLE PROTEINE
COMPOSTE DA PIU' CATENE POLIPEPTIDICHE";DELLE SOLFOPROTEINE;DELLE PROTEINE CONIUGATE;DEGLI OLIGOPEPTIDI;B
702;LA COSTANTE DI MICHAELIS MENTEN (KM)  DI UN ENZIMA E’ UGUALE:;"ALLA CONCENTRAZIONE-
DEL SUBSTRATO ALLA QUALE LA VELOCITA' DI REAZIONE E' MASSIMA";ALLA VELOCITA' MASSIMA CUI PUO' PROCEDERE LA REAZIONE;AL RECIPROCO DELLA VELOCITA' MASSIMA DI REAZIONE;"ALLA CONCENTRAZIONE DI
INIBITORE CHE DIMEZZA LA VELOCITA' MASSIMA";ALLA CONCENTRAZIONE DEL SUBSTRATO ALLA QUALE LA VELOCITA' DI;E
703;Qual è l’azione principale della bile:;emulsione dei grassi;idrolizzazione dei carboidrati;"azione nel metabolismo
proteico";fosforilizzazione di glucosio;"neutralizzazione di
acidi grassi";A
704;"Quali sono i tests più attendibili nella diagnosi
di pancreatite acuta:";bilirubinemia;fosfatasi alcalina;amilasi e lipasi;urobilinogeno;pancreozimina;C
705;GLI ACIDI BILIARI SONO DERIVATI:;DELLE LECITINE;DELLE GLICOPROTEINE;DELL’ERGOSTEROLO;DEL COLESTEROLO;DELL'AC.;D
706;"I VERTEBRATI SUPERIORI SONO IN
GRADO DI EFFETTUARE LA BIOSINTESI:";DI TUTTI GLI AMINOACIDI;DI NESSUN AMINOACIDO;DI ALCUNI AMINOACIDI;"DEGLI AMINOACIDI
GLICOGENICI";"DEGLI AMINOACIDI
CHETOGENICI";C
707;"L’ormone secretina è sintetizzato in quale
organo:";stomaco;colon;fegato;pancreas;duodeno;E
708;IL FABBISOGNO MEDIO GIORNALIERO DI CALCIO PER UN ADULTO OSCILLA INTORNO A:;50 UG/DIE;130 MG/DIE;0,8 G/DIE;5,5 G/DIE;30 G/DIE;C
709;Insufficienza pancreatica, disturbi respiratori cronici ed elevata concentrazione di elettroliti sono osservati in:;morbo celiaco;sprue idiopatica;sindrome da malassorbimento;mucoviscidosi;pancreatite cronica;D
710;"IL FABBISOGNO MEDIO GIORNALIERO DI
VITAMINA B12 PER UN ADULTO OSCILLA INTORNO A:";5 UG/DIE;2 MG/DIE;18 MG/DIE;40 MG/DIE;130 MG/DIE;A
711;Da cosa è caratterizzato un corioncarcinoma:;degenerazione di trofoblasti;invasione trofoblastica;assenza di citotrofoblasti;assenza di sinciziotrofoblasti;corion anormale;B
712;IL FABBISOGNO MEDIO GIORNALIERO DI PROTEINE PER UN ADULTO OSCILLA TRA:;10-15 G/DIE;55-65 G/DIE;80-130 G/DIE;200-270 G/DIE;300-400 G/DIE;B
713;Cosa può causare il cortisone:;sclerosi ossea;cisti ossee;sindrome di Milkaman;osteoporosi;displasia fibrosa;D
Item;Domanda;A;B;C;D;E;OK
714;Dei seguenti microorganismi quali trasformano l’urea provocando urine alcaline:;e. coli;protei;stafilococchi;streptococchi;tutti i precedenti;B
715;"IN QUALE DEI SEGUENTI TESSUTI O
ORGANI L'INSULINA NON AUMENTA L'ASSUNZIONE DI GLUCOSIO:";MUSCOLI SCHELETRICI;MUSCOLO CARDIACO;MUSCOLI LISCI;FEGATO;MUCOSA INTESTINALE;E
